year,CTY_CODE,CTYNAME,I_1,IYR,E_1,EYR
2010,4510,Lithuania,34.137634,637.292834,33.784986,628.120466
2011,4510,Lithuania,93.020724,1044.429765,82.335627,1141.358115
2012,4510,Lithuania,74.583724,1174.584669,44.569092,756.882926
2013,4510,Lithuania,136.526032,752.932446,56.466768,392.592919
2001,4550,Poland,78.8,952.6,69.8,787.6
2002,4550,Poland,78.4,1108.4,50.9,686.2
2003,4550,Poland,101.373178,1323.730509,56.454115,758.133744
2004,4550,Poland,112.691396,1821.48468,66.067899,929.243442
2005,4550,Poland,162.942659,1948.58625,87.082978,1267.748385
2006,4550,Poland,201.285147,2252.580826,106.067708,1960.750731
2007,4550,Poland,162.833691,2226.011699,262.277227,3123.428696
2008,4550,Poland,188.537756,2586.896169,172.435488,4130.606117
2009,4550,Poland,146.389741,2038.060569,199.692413,2301.516671
2010,4550,Poland,168.887128,2963.740384,206.823041,2982.925333
2011,4550,Poland,331.09595,4378.570911,248.613875,3137.147445
2012,4550,Poland,379.729553,4621.364335,266.874038,3344.075912
2013,4550,Poland,316.822389,2319.468376,351.102264,2083.977639
2003,4610,USSR,0,0,0,0
2001,4621,Russia,695.1,6264.4,198.3,2716.2
2002,4621,Russia,316.9,6870.1,185.5,2396.9
2003,4621,Russia,653.547468,8617.948696,157.08948,2447.218211
2004,4621,Russia,458.901805,11891.32398,158.718398,2960.996609
2005,4621,Russia,1119.995679,15306.67384,235.861602,3962.270261
2006,4621,Russia,1303.973385,19828.29772,301.134766,4700.325257
2007,4621,Russia,999.451038,19314.21997,383.216713,7283.267667
2008,4621,Russia,1713.56661,26782.98546,560.210628,9334.581764
2009,4621,Russia,1303.78561,18199.65057,393.956274,5332.081493
2010,4621,Russia,1698.915424,25691.10545,314.390047,5993.665458
2011,4621,Russia,2597.753217,34619.02334,451.098697,8284.849945
2012,4621,Russia,2545.082417,29380.84857,633.596582,10699.50665
2013,4621,Russia,2020.998057,13715.36836,741.590902,5313.004292
2001,4622,Belarus,15.3,108.1,7.8,34.9
2002,4622,Belarus,10.4,125.5,1.5,18.8
2003,4622,Belarus,9.99169,215.323024,2.217628,84.064237
2004,4622,Belarus,17.671663,335.931937,4.092553,32.565395
2005,4622,Belarus,39.441049,345.161433,2.264175,34.942759
2006,4622,Belarus,42.497602,539.135748,7.49669,74.504642
2007,4622,Belarus,41.557785,1033.063515,10.437647,101.544112
2008,4622,Belarus,72.548275,1069.859689,8.772177,134.460264
2009,4622,Belarus,35.09826,573.882418,7.900085,137.24776
2010,4622,Belarus,18.791976,174.532251,6.58991,133.148863
2011,4622,Belarus,20.555322,362.531886,14.604725,156.362973
2012,4622,Belarus,30.045384,153.434885,6.033485,101.986523
2013,4622,Belarus,5.648189,58.986383,5.727279,51.883521
2001,4623,Ukraine,60.3,673.8,20.9,200.1
2002,4623,Ukraine,21.8,362.4,11.2,254.8
2003,4623,Ukraine,39.974216,262.435248,11.551208,230.558745
2004,4623,Ukraine,30.135911,799.609629,15.745862,399.400823
2005,4623,Ukraine,62.31103,1098.029235,39.991498,532.954308
2006,4623,Ukraine,89.013311,1639.986252,36.07279,756.245355
2007,4623,Ukraine,103.763482,1220.108508,71.800324,1342.099159
2008,4623,Ukraine,114.760903,2339.939641,134.891892,1868.037332
2009,4623,Ukraine,90.813895,494.769706,69.283745,886.859797
2010,4623,Ukraine,53.320707,1077.65769,89.227286,1348.816161
2011,4623,Ukraine,77.993079,1457.063515,133.436051,2137.41422
2012,4623,Ukraine,149.197856,1349.737993,154.544511,1936.943392
2013,4623,Ukraine,111.526652,601.296077,202.814738,907.597536
2001,4631,Armenia,3.5,32.8,2.3,49.9
2002,4631,Armenia,4.7,30.7,2.8,111.8
2003,4631,Armenia,1.306405,37.560001,5.610673,102.784291
2004,4631,Armenia,2.636492,46.1013,5.333964,90.655266
2005,4631,Armenia,1.483484,46.191425,3.032986,65.483218
2006,4631,Armenia,2.750472,46.48811,4.569888,80.368168
2007,4631,Armenia,1.894078,33.060289,4.58203,110.60911
2008,4631,Armenia,5.782017,42.676252,7.363859,151.418421
2009,4631,Armenia,2.890835,77.590356,6.799919,77.094568
2010,4631,Armenia,5.546546,75.477021,12.199298,113.450618
2011,4631,Armenia,11.329294,92.578996,6.422291,94.2955
2012,4631,Armenia,10.508106,88.627517,5.289186,64.098823
2013,4631,Armenia,9.691725,50.494565,5.265651,48.558474
2001,4632,Azerbai_1,3,20.6,4.1,64.3
2002,4632,Azerbai_1,0.7,34.4,3.2,69.6
2003,4632,Azerbai_1,0.177077,9.478212,4.245471,119.781779
2004,4632,Azerbai_1,1.69342,38.069866,13.458343,158.792024
2005,4632,Azerbai_1,0.595867,45.361225,10.779753,132.462798
2006,4632,Azerbai_1,1.989584,716.145853,17.495283,231.09435
2007,4632,Azerbai_1,151.110582,1887.358487,10.006178,177.607684
2008,4632,Azerbai_1,303.207463,4360.907679,18.228328,239.100656
2009,4632,Azerbai_1,42.844144,1972.636461,13.573212,185.236612
2010,4632,Azerbai_1,148.758555,1988.547744,8.747805,252.516882
2011,4632,Azerbai_1,288.205085,2424.516997,10.892445,336.563568
2012,4632,Azerbai_1,110.485768,1094.919275,20.013587,492.582432
2013,4632,Azerbai_1,95.22016,422.879986,22.838558,180.549404
2001,4633,Georgia,0.3,30.7,10.4,106
2002,4633,Georgia,0.7,17.3,7.8,99
2003,4633,Georgia,0.290656,53.967998,6.356566,131.03528
2004,4633,Georgia,2.440852,77.689049,17.28111,227.053529
2005,4633,Georgia,0.697086,194.384289,16.858793,213.886826
2006,4633,Georgia,5.108866,105.311524,13.480375,263.531198
2007,4633,Georgia,0.646077,211.585252,23.376739,364.236656
2008,4633,Georgia,24.501812,207.770072,43.647751,586.464121
2009,4633,Georgia,4.273423,69.629625,36.17498,363.773252
2010,4633,Georgia,8.224947,197.76444,22.957141,300.87777
2011,4633,Georgia,40.460048,176.050965,36.43131,579.285847
2012,4633,Georgia,9.864327,226.199946,50.337681,540.612359
2013,4633,Georgia,26.039182,111.843763,49.169738,299.019401
2001,4634,Kazakhstan,64.4,352,9,160.3
2002,4634,Kazakhstan,23.2,334.6,12.4,604.8
2003,4634,Kazakhstan,20.76535,392.472689,13.554791,168.241541
2004,4634,Kazakhstan,29.371608,538.64119,33.264155,320.398908
2005,4634,Kazakhstan,58.61664,1101.145431,29.400294,538.286932
2006,4634,Kazakhstan,99.728961,960.627787,49.721478,646.175651
2007,4634,Kazakhstan,112.049164,1251.503224,50.315415,752.764327
2008,4634,Kazakhstan,224.989773,1603.386006,69.608955,985.519036
2009,4634,Kazakhstan,82.146453,1543.537843,43.815217,603.491712
2010,4634,Kazakhstan,134.661743,1872.411829,26.317329,730.293302
2011,4634,Kazakhstan,108.601408,1679.301906,44.495971,825.885753
2012,4634,Kazakhstan,56.167241,1564.968259,46.395486,882.470423
2013,4634,Kazakhstan,88.677158,587.981599,52.377167,464.064588
2001,4635,Kyrgyzstan,0.2,3.4,2,27.6
2002,4635,Kyrgyzstan,0.4,4.8,1.5,31.1
2003,4635,Kyrgyzstan,0.291575,10.984587,9.629051,39.055159
2004,4635,Kyrgyzstan,1.000922,10.803923,1.040206,29.440381
2005,4635,Kyrgyzstan,0.83262,4.618689,0.650344,31.140901
2006,4635,Kyrgyzstan,0.803586,4.248627,2.161896,71.250326
2007,4635,Kyrgyzstan,0.201767,1.721981,3.538853,48.651043
2008,4635,Kyrgyzstan,0.231466,2.466402,4.374051,44.287417
2009,4635,Kyrgyzstan,0.046432,5.971943,4.636607,56.761574
2010,4635,Kyrgyzstan,0.548115,3.895147,5.731238,79.407764
2011,4635,Kyrgyzstan,0.510518,2.661048,2.666929,103.948746
2012,4635,Kyrgyzstan,0.122457,9.250595,11.653572,145.49381
2013,4635,Kyrgyzstan,0.017592,2.333932,4.866077,57.552832
2001,4641,Moldova,2.2,68.4,2,35.5
2002,4641,Moldova,3.1,39.3,1,30.6
2003,4641,Moldova,4.667235,42.936729,0.558107,25.124869
2004,4641,Moldova,3.285485,49.421209,5.490054,39.463829
2005,4641,Moldova,3.145469,50.224656,3.331254,40.069837
2006,4641,Moldova,3.024699,37.239885,4.055221,30.093862
2007,4641,Moldova,1.587841,23.152774,3.611507,52.668339
2008,4641,Moldova,1.079681,12.231382,4.18793,66.237298
2009,4641,Moldova,0.517617,8.158191,1.212973,26.644083
2010,4641,Moldova,0.656996,12.454182,8.878492,37.813517
2011,4641,Moldova,0.902285,16.194614,2.419663,39.554557
2012,4641,Moldova,2.151669,25.344634,1.815991,38.267976
2013,4641,Moldova,3.795761,16.509555,1.53504,23.539165
2001,4642,Tajikistan,0.4,5.3,2.4,28.6
2002,4642,Tajikistan,0.3,1.2,3.7,33.1
2003,4642,Tajikistan,0.080745,7.326158,6.469943,49.959733
2004,4642,Tajikistan,1.00692,7.291248,4.05634,55.704725
2005,4642,Tajikistan,29.031635,241.029155,3.264011,28.7867
2006,4642,Tajikistan,0,60.688032,4.814127,43.090408
2007,4642,Tajikistan,0.022164,0.308476,1.061199,52.685573
2008,4642,Tajikistan,0,8.214575,4.314068,51.428157
2009,4642,Tajikistan,0.015138,8.514252,2.046657,41.171507
2010,4642,Tajikistan,1.309212,1.504909,0.687771,57.013199
2011,4642,Tajikistan,0.020299,12.287776,0.974843,178.246296
2012,4642,Tajikistan,19.612631,26.838677,0.889794,54.181873
2013,4642,Tajikistan,0.010311,0.628749,0.476974,39.093485
2001,4643,Turkmenistan,11.3,45.6,82.8,248.5
2002,4643,Turkmenistan,4.2,59.7,1.3,47.1
2003,4643,Turkmenistan,6.441546,76.407914,2.307326,34.20347
2004,4643,Turkmenistan,4.691112,80.720029,1.137523,262.259469
2005,4643,Turkmenistan,3.738832,135.325351,11.597771,215.170092
2006,4643,Turkmenistan,9.788418,76.214739,1.037527,112.840364
2007,4643,Turkmenistan,21.360486,218.825067,2.747428,127.290102
2008,4643,Turkmenistan,7.239674,139.948105,2.21534,59.7058
2009,4643,Turkmenistan,2.436768,93.034292,8.988722,293.658852
2010,4643,Turkmenistan,4.240856,48.398797,2.027023,39.965764
2011,4643,Turkmenistan,0.863665,43.430094,2.945282,70.874832
2012,4643,Turkmenistan,6.272149,90.367265,5.500966,92.019532
2013,4643,Turkmenistan,0.71082,14.609228,2.622326,160.353012
2001,4644,Uzbekistan,3,53.6,14.9,144.8
2002,4644,Uzbekistan,3.2,77.1,3,138.5
2003,4644,Uzbekistan,3.870175,83.559366,10.358254,256.091912
2004,4644,Uzbekistan,5.842515,88.002484,5.807682,191.991429
2005,4644,Uzbekistan,10.091056,95.627811,3.927366,73.826609
2006,4644,Uzbekistan,2.247937,151.472364,3.620939,53.894688
2007,4644,Uzbekistan,1.017285,164.541307,5.18565,88.754314
2008,4644,Uzbekistan,20.727101,292.227577,17.38169,300.659063
2009,4644,Uzbekistan,0.691651,89.498128,5.536202,97.536884
2010,4644,Uzbekistan,24.279646,68.078316,5.854912,101.148237
2011,4644,Uzbekistan,0.498321,51.163447,6.572304,100.403277
2012,4644,Uzbekistan,0.72115,25.939962,2.845307,284.611052
2013,4644,Uzbekistan,0.777566,23.848517,4.603537,146.490881
2001,4700,Spain,542,5197.3,459.2,5756
2002,4700,Spain,436,5733.1,502.3,5297.8
2003,4700,Spain,495.761684,6676.664019,471.68803,5929.861037
2004,4700,Spain,521.198088,7350.158929,562.171221,6542.618569
2005,4700,Spain,626.924401,8614.64214,467.349133,6839.116578
2006,4700,Spain,647.238294,9778.321333,535.956272,7401.168666
2007,4700,Spain,797.274739,10498.11701,689.85163,9766.108527
2008,4700,Spain,800.79235,11093.89679,901.929887,12189.8179
2009,4700,Spain,665.507972,7856.650625,666.5767,8716.930087
2010,4700,Spain,621.351625,8553.600677,752.48392,10355.44592
2011,4700,Spain,797.484803,11017.96073,997.859869,11016.21704
2012,4700,Spain,819.651259,11767.07265,865.469373,9551.10987
2013,4700,Spain,897.653447,5873.778231,932.301153,4934.396086
2001,4710,Portugal,161.5,1555.3,87.6,1239.8
2002,4710,Portugal,98.3,1672.8,101.3,861.2
2003,4710,Portugal,141.842576,1967.015689,80.109109,862.461378
2004,4710,Portugal,145.276843,2243.256871,97.796912,1046.078629
2005,4710,Portugal,196.826486,2328.674933,91.389805,1131.865366
2006,4710,Portugal,196.582922,3060.090808,73.142982,1470.513405
2007,4710,Portugal,272.521917,3049.347631,182.907732,2478.481445
2008,4710,Portugal,231.260608,2451.4361,215.116396,2645.976274
2009,4710,Portugal,128.93296,1577.117726,183.721661,1084.847582
2010,4710,Portugal,184.937142,2141.53292,175.55542,1057.882127
2011,4710,Portugal,202.110616,2582.322243,107.734726,1313.693381
2012,4710,Portugal,296.861533,2609.750205,69.842745,1096.085557
2013,4710,Portugal,193.450179,1454.448989,56.243483,426.344127
2001,4720,Gibraltar,0.1,2.8,0.4,10.4
2002,4720,Gibraltar,0,0.8,0.3,25.6
2003,4720,Gibraltar,0.002026,2.863933,0.424517,14.036146
2004,4720,Gibraltar,0.169018,1.45215,0.355758,137.8909
2005,4720,Gibraltar,1.208258,4.637081,5.595867,163.257568
2006,4720,Gibraltar,0.095041,0.859141,1.15631,286.191706
2007,4720,Gibraltar,0.06095,3.165841,65.269139,593.945617
2008,4720,Gibraltar,0.039397,1.418323,89.67547,2640.683545
2009,4720,Gibraltar,0.006557,0.899971,98.704676,1086.961229
2010,4720,Gibraltar,0.055262,0.670853,7.636738,1494.144556
2011,4720,Gibraltar,0.899576,1.095259,367.258012,3148.648435
2012,4720,Gibraltar,0.007243,0.581807,227.100944,5111.546022
2013,4720,Gibraltar,0.000165,0.196497,46.618706,1834.208253
2001,4730,Malta,39.8,368.8,21.9,259
2002,4730,Malta,24.1,309.9,16,210.1
2003,4730,Malta,25.440891,372.810596,21.232304,202.252866
2004,4730,Malta,44.823808,382.964501,12.230173,181.300727
2005,4730,Malta,25.578303,282.653662,10.378822,193.709217
2006,4730,Malta,24.040913,370.722942,14.947644,162.538078
2007,4730,Malta,20.617771,328.664457,24.715985,207.214338
2008,4730,Malta,23.529035,278.647712,37.028525,253.437906
2009,4730,Malta,12.116019,218.525377,29.627304,208.459569
2010,4730,Malta,19.968731,261.826487,19.019141,457.387915
2011,4730,Malta,17.001182,244.057969,27.262978,752.297944
2012,4730,Malta,13.79225,256.596375,11.217693,390.983065
2013,4730,Malta,20.096672,113.811225,43.975831,179.92972
2001,4751,San _3ino,0,2.5,0,3.5
2002,4751,San _3ino,0.1,1.2,0.3,5.9
2003,4751,San _3ino,0.16049,9.387333,0.817323,5.972087
2004,4751,San _3ino,0.106841,1.670803,0.081845,3.954174
2005,4751,San _3ino,0.015819,1.389972,0.306196,4.676009
2006,4751,San _3ino,0.520627,3.076542,0.141183,8.965182
2007,4751,San _3ino,0.235467,1.445506,0.33449,13.890976
2008,4751,San _3ino,0.02486,0.803502,0.929149,9.32876
2009,4751,San _3ino,0.045224,0.6602,0.2481,8.132793
2010,4751,San _3ino,0.02276,3.80707,0.260687,3.990083
2011,4751,San _3ino,0.291965,4.843909,0.097925,2.009836
2012,4751,San _3ino,0.19706,4.883684,0.13336,1.347152
2013,4751,San _3ino,0.242549,2.908934,0.014696,0.719929
2001,4752,Vatican City,0,0,0.1,3
2002,4752,Vatican City,0,1.8,0,2.9
2003,4752,Vatican City,0.07516,0.60087,0.086538,2.963792
2004,4752,Vatican City,0.089213,0.33717,0.287891,4.155024
2005,4752,Vatican City,0.010569,0.282286,13.296802,24.181227
2006,4752,Vatican City,0.158338,1.486574,0.666832,12.037913
2007,4752,Vatican City,0.036079,0.148497,0.966582,18.266111
2008,4752,Vatican City,0.007167,0.295465,0.510085,9.275122
2009,4752,Vatican City,0,0.184453,0.030147,7.351678
2010,4752,Vatican City,0,2.012056,0.074136,3.193465
2011,4752,Vatican City,0.006718,0.513337,0.093976,2.291281
2012,4752,Vatican City,0.003704,0.278011,0.448613,4.803261
2013,4752,Vatican City,0.028437,0.153549,0.015717,0.951266
2001,4759,Italy,2083.7,23789.7,918.2,9915.8
2002,4759,Italy,1730,24220.5,713.6,10056.7
2003,4759,Italy,2002.99333,25414.23353,956.283935,10560.57214
2004,4759,Italy,2002.786447,28097.27499,761.299965,10684.73953
2005,4759,Italy,2352.74301,31009.26008,895.640517,11524.32529
2006,4759,Italy,2566.768501,32655.07051,972.482804,12546.04251
2007,4759,Italy,2640.800791,35027.62953,1130.206975,14149.62406
2008,4759,Italy,2988.304823,36134.97514,1208.495454,15460.83576
2009,4759,Italy,2210.162043,26429.78824,956.298105,12268.01195
2010,4759,Italy,2011.604105,28513.64224,1060.791854,14219.89309
2011,4759,Italy,2452.948303,33976.76758,1188.736966,15997.16886
2012,4759,Italy,2738.905111,36938.58974,1467.320536,16097.84208
2013,4759,Italy,2856.84349,18581.54385,1232.592349,8365.488942
2003,4790,Yugoslavia (former),0,0,0,0
2001,4791,Croatia,18.9,139.1,4.3,109.8
2002,4791,Croatia,11.8,145.8,6.9,78.2
2003,4791,Croatia,15.466085,180.627486,5.385164,196.602114
2004,4791,Croatia,18.30002,290.923636,7.361102,130.229411
2005,4791,Croatia,25.887972,364.277603,10.780023,158.621993
2006,4791,Croatia,33.920194,353.190168,11.236006,146.545016
2007,4791,Croatia,22.620414,331.779414,9.943974,247.039191
2008,4791,Croatia,23.220267,270.743003,31.951909,466.762837
2009,4791,Croatia,24.56573,250.740454,14.507308,201.742862
2010,4791,Croatia,24.9152,335.880075,12.469449,311.801078
2011,4791,Croatia,32.553205,437.959216,37.003621,510.84543
2012,4791,Croatia,31.85532,444.051992,12.311573,310.089357
2013,4791,Croatia,37.524379,211.795059,19.270386,139.20456
2001,4792,Slovenia,25.1,286.1,7.7,119.4
2002,4792,Slovenia,18.9,306.7,10.1,130.9
2003,4792,Slovenia,30.775408,484.416741,10.209272,139.491087
2004,4792,Slovenia,27.498203,509.839766,12.1984,191.998901
2005,4792,Slovenia,32.898462,413.019469,13.911707,233.830317
2006,4792,Slovenia,33.081262,483.157986,22.246392,239.128814
2007,4792,Slovenia,44.112742,488.353109,19.377918,296.840744
2008,4792,Slovenia,32.005747,466.522694,23.289491,309.595949
2009,4792,Slovenia,32.879517,387.715222,27.707613,243.645097
2010,4792,Slovenia,34.682061,465.11451,13.842176,328.108783
2011,4792,Slovenia,39.734337,544.536589,90.190546,667.725625
2012,4792,Slovenia,43.324519,561.619125,17.130416,307.887588
2013,4792,Slovenia,41.594307,266.654398,10.158127,149.384313
2001,4793,Bosnia and Herzegovina,1.1,11.8,5.4,43.2
2002,4793,Bosnia and Herzegovina,0.9,15.4,0.8,31.6
2003,4793,Bosnia and Herzegovina,0.725343,11.734845,1.648477,21.164794
2004,4793,Bosnia and Herzegovina,0.710555,11.196017,2.107059,27.7636
2005,4793,Bosnia and Herzegovina,1.915009,70.462111,1.613231,17.573793
2006,4793,Bosnia and Herzegovina,1.171066,25.677328,1.240036,51.553635
2007,4793,Bosnia and Herzegovina,1.983195,25.137125,1.268783,20.153042
2008,4793,Bosnia and Herzegovina,1.989024,24.685922,1.066607,34.113666
2009,4793,Bosnia and Herzegovina,1.380467,24.902511,2.877029,21.290698
2010,4793,Bosnia and Herzegovina,1.487231,25.578376,1.209047,26.34951
2011,4793,Bosnia and Herzegovina,2.244567,49.683545,0.77409,21.32016
2012,4793,Bosnia and Herzegovina,3.454398,51.254214,0.711263,15.874241
2013,4793,Bosnia and Herzegovina,4.80089,27.124656,2.247778,16.963594
2001,4794,Macedonia,15.1,111.7,1.4,33
2002,4794,Macedonia,11,73.2,3.1,18.7
2003,4794,Macedonia,6.059195,60.796203,1.050389,26.126439
2004,4794,Macedonia,7.61541,78.192956,1.873696,21.234299
2005,4794,Macedonia,4.50533,48.149502,1.203019,31.556267
2006,4794,Macedonia,6.461982,42.228712,0.967254,22.426182
2007,4794,Macedonia,7.562943,72.64469,1.44304,33.561327
2008,4794,Macedonia,6.444592,77.725385,3.153814,36.114737
2009,4794,Macedonia,6.009916,44.320386,1.646133,34.837071
2010,4794,Macedonia,2.913505,37.037254,1.42737,33.332833
2011,4794,Macedonia,5.625422,52.489815,1.40648,29.433903
2012,4794,Macedonia,9.119812,86.760394,0.72758,21.1175
2013,4794,Macedonia,9.841453,32.979556,3.859402,35.770271
2001,4799,Serbia and Montenegro,0.3,6.1,3,66.2
2002,4799,Serbia and Montenegro,0.3,9.4,4.5,78.1
2003,4799,Serbia and Montenegro,0.619624,14.803837,5.425965,49.937003
2004,4799,Serbia and Montenegro,2.009341,91.793763,26.713176,142.933461
2005,4799,Serbia and Montenegro,5.318041,54.632827,7.814976,132.49633
2006,4799,Serbia and Montenegro,8.134202,67.688341,9.87898,147.14266
2009,4801,Serbia,3.302391,61.9586,6.297616,112.594021
2010,4801,Serbia,50.417338,164.275702,8.674575,104.469213
2011,4801,Serbia,4.551243,133.722005,6.067405,126.439687
